0,"Friday 13th of October 2017 12:54:39 AM","<div class=""article__time"">01:41</div>"," 01:41 Израиль вслед за США заявил о намерении выйти из ЮНЕСКО Премьер-министр Израиля Биньямин Нетаньяху поручил дипломатам начать подготовку выхода страны из ЮНЕСКО, через несколько часов после решения США. ",/rus/news/2017/10/13/7158194/,"<div class=""article__subtitle"">Премьер-министр Израиля Биньямин Нетаньяху поручил дипломатам начать подготовку выхода страны из ЮНЕСКО, через несколько часов после решения США.</div>","<div class=""article__subtitle"">Премьер-министр Израиля Биньямин Нетаньяху поручил дипломатам начать подготовку выхода страны из ЮНЕСКО, через несколько часов после решения США.</div>"
1,"Friday 13th of October 2017 12:54:39 AM","<div class=""article__time"">01:08</div>"," 01:08 Евроинтеграция венгров Украины должна происходить через совместное движение в ЕС – Климкин Глава МИД Украины Павел Климкин подчеркнул, что Украина создает все возможности для самореализации венгров. ",/rus/news/2017/10/13/7158193/,"<div class=""article__subtitle"">Глава МИД Украины Павел Климкин подчеркнул, что Украина создает все возможности для самореализации венгров.</div>","<div class=""article__subtitle"">Глава МИД Украины Павел Климкин подчеркнул, что Украина создает все возможности для самореализации венгров.</div>"
2,"Friday 13th of October 2017 12:54:39 AM","<div class=""article__time"">00:14</div>"," 00:14 Трамп приказал ослабить действие Obamacare Президент США в четверг подписал указ об уменьшении влияния программы Obamacare. ",/rus/news/2017/10/13/7158192/,"<div class=""article__subtitle"">Президент США в четверг подписал указ об уменьшении влияния программы Obamacare.</div>","<div class=""article__subtitle"">Президент США в четверг подписал указ об уменьшении влияния программы Obamacare.</div>"
3,"Friday 13th of October 2017 12:54:39 AM","<div class=""article__time"">23:50</div>"," 23:50 Главу департамента МО тоже отправили под домашний арест Соломенский суд Киева избрал меру пресечения директору Департамента госзакупок и материального обеспечения Минобороны Владимиру Гулевичу в виде круглосуточного домашнего ареста. ",/rus/news/2017/10/12/7158191/,"<div class=""article__subtitle"">Соломенский суд Киева избрал меру пресечения директору Департамента госзакупок и материального обеспечения Минобороны Владимиру Гулевичу в виде круглосуточного домашнего ареста.</div>","<div class=""article__subtitle"">Соломенский суд Киева избрал меру пресечения директору Департамента госзакупок и материального обеспечения Минобороны Владимиру Гулевичу в виде круглосуточного домашнего ареста.</div>"
4,"Friday 13th of October 2017 12:54:39 AM","<div class=""article__time"">23:21</div>"," 23:21 Главные экономические новости дня - за 60 секунд О газе. За 9 месяцев ""Нафтогаз"" закупил 17,5 миллиарда кубометров газа, что на 3,1 миллиарда кубов больше, чем за 9 месяцев прошлого года. ",http://www.epravda.com.ua/rus/news/2017/10/12/630057/,"<div class=""article__subtitle"">О газе. За 9 месяцев ""Нафтогаз"" закупил 17,5 миллиарда кубометров газа, что на 3,1 миллиарда кубов больше, чем за 9 месяцев прошлого года.</div>","<div class=""article__subtitle"">О газе. За 9 месяцев ""Нафтогаз"" закупил 17,5 миллиарда кубометров газа, что на 3,1 миллиарда кубов больше, чем за 9 месяцев прошлого года.</div>"
5,"Friday 13th of October 2017 12:54:39 AM","<div class=""article__time"">22:57</div>"," 22:57 фото, видеоЭкс-супруга судьи Емельянова владеет элитной недвижимостью и путешествует с бывшим Бывшая жена судьи Высшего хозсуда Артура Емельянова Светлана владеет многочисленной элитной недвижимостью в разных уголках мира. ",/rus/news/2017/10/12/7158189/,"<div class=""article__subtitle"">Бывшая жена судьи Высшего хозсуда Артура Емельянова Светлана владеет многочисленной элитной недвижимостью в разных уголках мира.</div>","<div class=""article__subtitle"">Бывшая жена судьи Высшего хозсуда Артура Емельянова Светлана владеет многочисленной элитной недвижимостью в разных уголках мира.</div>"
6,"Friday 13th of October 2017 12:54:39 AM","<div class=""article__time"">22:28</div>"," 22:28 Официальный курс гривни существенно снизился Национальный банк установил официальный курс гривни к доллару на 13 октября на уровне 26,63 гривни, таким образом украинская валюта снизилась на 10 копеек. ",http://www.epravda.com.ua/rus/news/2017/10/12/630064/,"<div class=""article__subtitle"">Национальный банк установил официальный курс гривни к доллару на 13 октября на уровне 26,63 гривни, таким образом украинская валюта снизилась на 10 копеек.</div>","<div class=""article__subtitle"">Национальный банк установил официальный курс гривни к доллару на 13 октября на уровне 26,63 гривни, таким образом украинская валюта снизилась на 10 копеек.</div>"
7,"Friday 13th of October 2017 12:54:39 AM","<div class=""article__time"">21:57</div>"," 21:57 фотоЧорновол хочет взять на поруки подозреваемого в коррупции чиновника Минобороны Нардеп ""Народного фронта"" Татьяна Чорновол пришла в суд, чтобы взять на поруки подозреваемого в коррупции директора департамента госзакупок Минобороны Владимира Гулевича. ",/rus/news/2017/10/12/7158187/,"<div class=""article__subtitle"">Нардеп ""Народного фронта"" Татьяна Чорновол пришла в суд, чтобы взять на поруки подозреваемого в коррупции директора департамента госзакупок Минобороны Владимира Гулевича.</div>","<div class=""article__subtitle"">Нардеп ""Народного фронта"" Татьяна Чорновол пришла в суд, чтобы взять на поруки подозреваемого в коррупции директора департамента госзакупок Минобороны Владимира Гулевича.</div>"
8,"Friday 13th of October 2017 12:54:39 AM","<div class=""article__time"">21:41</div>"," 21:41 Главные новости дня – за 60 секунд Решение ПАСЕ по закону об образовании, коррупция в Минобороны, ""Трейд Коммодити"", АТО, кибератаки, Каталония - новости, которые обсуждали 12 октября. ",/rus/news/2017/10/12/7158186/,"<div class=""article__subtitle"">Решение ПАСЕ по закону об образовании, коррупция в Минобороны, ""Трейд Коммодити"", АТО, кибератаки, Каталония - новости, которые обсуждали 12 октября.</div>","<div class=""article__subtitle"">Решение ПАСЕ по закону об образовании, коррупция в Минобороны, ""Трейд Коммодити"", АТО, кибератаки, Каталония - новости, которые обсуждали 12 октября.</div>"
9,"Friday 13th of October 2017 12:54:39 AM","<div class=""article__time"">20:56</div>"," 20:56 После отмены концертов Бабкин признал Россию агрессором Украинский музыкант Сергей Бабкин публично признал российское правительство агрессором. ",http://life.pravda.com.ua/culture/2017/10/12/226954/,"<div class=""article__subtitle"">Украинский музыкант Сергей Бабкин публично признал российское правительство агрессором.</div>","<div class=""article__subtitle"">Украинский музыкант Сергей Бабкин публично признал российское правительство агрессором.</div>"
10,"Friday 13th of October 2017 12:54:39 AM","<div class=""article__time"">20:32</div>"," 20:32 Антимонопольный комитет взялся за рынок сжиженного газа Антимонопольный комитет Украины осуществляет сбор и анализ доказательств в деле по признакам антиконкурентных согласованных действий на рынке сжиженного газа. ",http://www.epravda.com.ua/rus/news/2017/10/12/630062/,"<div class=""article__subtitle"">Антимонопольный комитет Украины осуществляет сбор и анализ доказательств в деле по признакам антиконкурентных согласованных действий на рынке сжиженного газа.</div>","<div class=""article__subtitle"">Антимонопольный комитет Украины осуществляет сбор и анализ доказательств в деле по признакам антиконкурентных согласованных действий на рынке сжиженного газа.</div>"
11,"Friday 13th of October 2017 12:54:39 AM","<div class=""article__time"">20:11</div>"," 20:11 Подозреваемому в растрате замминистру назначили домашний арест Соломенский райсуд Киева избрал заместителю министра обороны Игорю Павловскому меру пресечения в виде домашнего ареста без права покидать дом на 2 месяца. ",/rus/news/2017/10/12/7158181/,"<div class=""article__subtitle"">Соломенский райсуд Киева избрал заместителю министра обороны Игорю Павловскому меру пресечения в виде домашнего ареста без права покидать дом на 2 месяца.</div>","<div class=""article__subtitle"">Соломенский райсуд Киева избрал заместителю министра обороны Игорю Павловскому меру пресечения в виде домашнего ареста без права покидать дом на 2 месяца.</div>"
12,"Friday 13th of October 2017 12:54:39 AM","<div class=""article__time"">19:59</div>"," 19:59 Нацбанк отменил требования печати и нотариального заверения документов Национальный банк отменил требование печати и нотариального удостоверения для ряда документов. ",http://www.epravda.com.ua/rus/news/2017/10/12/630060/,"<div class=""article__subtitle"">Национальный банк отменил требование печати и нотариального удостоверения для ряда документов.</div>","<div class=""article__subtitle"">Национальный банк отменил требование печати и нотариального удостоверения для ряда документов.</div>"
13,"Friday 13th of October 2017 12:54:39 AM","<div class=""article__time"">19:34</div>"," 19:34 Гладковский объяснил, почему решил поручиться за замминистра Заместитель секретаря СНБО Олег Гладковский объяснил, что решил взять на поруки заместителя министра обороны Игоря Павловского, задержанного по подозрению в растрате, потому что тот ранее хорошо себя зарекомендовал. ",/rus/news/2017/10/12/7158179/,"<div class=""article__subtitle"">Заместитель секретаря СНБО Олег Гладковский объяснил, что решил взять на поруки заместителя министра обороны Игоря Павловского, задержанного по подозрению в растрате, потому что тот ранее хорошо себя зарекомендовал.</div>","<div class=""article__subtitle"">Заместитель секретаря СНБО Олег Гладковский объяснил, что решил взять на поруки заместителя министра обороны Игоря Павловского, задержанного по подозрению в растрате, потому что тот ранее хорошо себя зарекомендовал.</div>"
14,"Friday 13th of October 2017 12:54:39 AM","<div class=""article__time"">19:05</div>"," 19:05 На комитете в ПАСЕ отказались возвращать россиян - Кулеба Во время заседания совместного комитета ПАСЕ и Комитета министров не смогли создать рабочую группу, которая должна искать пути реформы СЕ под возвращения России. ",/rus/news/2017/10/12/7158178/,"<div class=""article__subtitle"">Во время заседания совместного комитета ПАСЕ и Комитета министров не смогли создать рабочую группу, которая должна искать пути реформы СЕ под возвращения России.</div>","<div class=""article__subtitle"">Во время заседания совместного комитета ПАСЕ и Комитета министров не смогли создать рабочую группу, которая должна искать пути реформы СЕ под возвращения России.</div>"
15,"Friday 13th of October 2017 12:54:39 AM","<div class=""article__time"">18:46</div>"," 18:46 День в АТО: 9 обстрелов, один раненый Ситуация в зоне АТО в четверг обострилась. С полуночи зафиксировано 9 обстрелов украинских позиций. Из них 7 пришлось на Донецкое направление. ",/rus/news/2017/10/12/7158177/,"<div class=""article__subtitle"">Ситуация в зоне АТО в четверг обострилась. С полуночи зафиксировано 9 обстрелов украинских позиций. Из них 7 пришлось на Донецкое направление.</div>","<div class=""article__subtitle"">Ситуация в зоне АТО в четверг обострилась. С полуночи зафиксировано 9 обстрелов украинских позиций. Из них 7 пришлось на Донецкое направление.</div>"
16,"Friday 13th of October 2017 12:54:39 AM","<div class=""article__time"">18:29</div>"," 18:29 Накопительная пенсионная система должна быть негосударственной – Рева Накопительная общеобязательная пенсионная система должна быть негосударственной, а взносы в нее должны платить работники, а не работодатели. ",http://www.epravda.com.ua/rus/news/2017/10/12/630056/,"<div class=""article__subtitle"">Накопительная общеобязательная пенсионная система должна быть негосударственной, а взносы в нее должны платить работники, а не работодатели.</div>","<div class=""article__subtitle"">Накопительная общеобязательная пенсионная система должна быть негосударственной, а взносы в нее должны платить работники, а не работодатели.</div>"
17,"Friday 13th of October 2017 12:54:39 AM","<div class=""article__time"">18:20</div>"," 18:20 СБУ рапортует, что разоблачила организаторов акций, заказанных из России Сотрудники Службы безопасности заявляют о разоблачении группировки, которая устраивала акции во Львове по заказу представителей России. ",/rus/news/2017/10/12/7158175/,"<div class=""article__subtitle"">Сотрудники Службы безопасности заявляют о разоблачении группировки, которая устраивала акции во Львове по заказу представителей России.</div>","<div class=""article__subtitle"">Сотрудники Службы безопасности заявляют о разоблачении группировки, которая устраивала акции во Львове по заказу представителей России.</div>"
18,"Friday 13th of October 2017 12:54:39 AM","<div class=""article__time"">18:07</div>"," 18:07 Дело ""Трейд Коммодити"": В суде проверяют состояние здоровья Павловского Соломенский райсуд Киева объявил перерыв в деле о растрате Минобороны 149 млн гривен при закупке горючего у фирмы ""Трейд Коммодити"". ",/rus/news/2017/10/12/7158173/,"<div class=""article__subtitle"">Соломенский райсуд Киева объявил перерыв в деле о растрате Минобороны 149 млн гривен при закупке горючего у фирмы ""Трейд Коммодити"".</div>","<div class=""article__subtitle"">Соломенский райсуд Киева объявил перерыв в деле о растрате Минобороны 149 млн гривен при закупке горючего у фирмы ""Трейд Коммодити"".</div>"
19,"Friday 13th of October 2017 12:54:39 AM","<div class=""article__time"">18:00</div>"," 18:00 ОАЭ высылают всех дипломатов КНДР и прекращают выдачу виз Объединенные Арабские Эмираты сообщили о прекращении дипломатической миссии посла КНДР в стране, а также отзывают собственного посланника из Пхеньяна. ",http://www.eurointegration.com.ua/rus/news/2017/10/12/7072262/,"<div class=""article__subtitle"">Объединенные Арабские Эмираты сообщили о прекращении дипломатической миссии посла КНДР в стране, а также отзывают собственного посланника из Пхеньяна.</div>","<div class=""article__subtitle"">Объединенные Арабские Эмираты сообщили о прекращении дипломатической миссии посла КНДР в стране, а также отзывают собственного посланника из Пхеньяна.</div>"
20,"Friday 13th of October 2017 12:54:39 AM","<div class=""article__time"">17:55</div>"," 17:55 МВД: ""Трейд Коммодити"" хотели выиграть тендер Нацполиции на 380 миллионов В МВД заявляют, что ООО ""Трейд Коммодити"" использовало схемы для выигрыша в тендере по закупке нефтепродуктов для Нацполиции на 380 миллионов гривен. ",/rus/news/2017/10/12/7158172/,"<div class=""article__subtitle"">В МВД заявляют, что ООО ""Трейд Коммодити"" использовало схемы для выигрыша в тендере по закупке нефтепродуктов для Нацполиции на 380 миллионов гривен.</div>","<div class=""article__subtitle"">В МВД заявляют, что ООО ""Трейд Коммодити"" использовало схемы для выигрыша в тендере по закупке нефтепродуктов для Нацполиции на 380 миллионов гривен.</div>"
21,"Friday 13th of October 2017 12:54:39 AM","<div class=""article__time"">17:33</div>"," 17:33 США объявили о выходе из ЮНЕСКО Соединенные Штаты объявили о своем решении выйти из ЮНЕСКО, Организации Объединенных Наций по вопросам образования, науки и культуры. ",/rus/news/2017/10/12/7158171/,"<div class=""article__subtitle"">Соединенные Штаты объявили о своем решении выйти из ЮНЕСКО, Организации Объединенных Наций по вопросам образования, науки и культуры.</div>","<div class=""article__subtitle"">Соединенные Штаты объявили о своем решении выйти из ЮНЕСКО, Организации Объединенных Наций по вопросам образования, науки и культуры.</div>"
22,"Friday 13th of October 2017 12:54:39 AM","<div class=""article__time"">17:29</div>"," 17:29 По решению ЕСПЧ Киев прекратит выплату возмещений тысячам заявителей Решение Европейского суда по правам человека о передаче в Комитет министров всех жалоб на невыполнение решений украинских судов, вероятнее всего, приведет к тому, что заявители не получат стандартной для ЕСПЧ компенсации морального ущерба. ",http://www.eurointegration.com.ua/rus/news/2017/10/12/7072255/,"<div class=""article__subtitle"">Решение Европейского суда по правам человека о передаче в Комитет министров всех жалоб на невыполнение решений украинских судов, вероятнее всего, приведет к тому, что заявители не получат стандартной для ЕСПЧ компенсации морального ущерба.</div>","<div class=""article__subtitle"">Решение Европейского суда по правам человека о передаче в Комитет министров всех жалоб на невыполнение решений украинских судов, вероятнее всего, приведет к тому, что заявители не получат стандартной для ЕСПЧ компенсации морального ущерба.</div>"
23,"Friday 13th of October 2017 12:54:39 AM","<div class=""article__time"">17:28</div>"," 17:28 Нацкомиссия снизила тарифы ""Киевэнерго"" на горячую воду и отопление Национальная комиссия, осуществляющая регулирование в сферах энергетики и коммунальных услуг, снизила тариф энергогенерирующей компании ""Киевэнерго"" на централизованное горячее водоснабжение для населения на 4,5% и на 2% снизила тариф на отопление. ",http://www.epravda.com.ua/rus/news/2017/10/12/630053/,"<div class=""article__subtitle"">Национальная комиссия, осуществляющая регулирование в сферах энергетики и коммунальных услуг, снизила тариф энергогенерирующей компании ""Киевэнерго"" на централизованное горячее водоснабжение для населения на 4,5% и на 2% снизила тариф на отопление.</div>","<div class=""article__subtitle"">Национальная комиссия, осуществляющая регулирование в сферах энергетики и коммунальных услуг, снизила тариф энергогенерирующей компании ""Киевэнерго"" на централизованное горячее водоснабжение для населения на 4,5% и на 2% снизила тариф на отопление.</div>"
24,"Friday 13th of October 2017 12:54:39 AM","<div class=""article__time"">17:25</div>"," 17:25 СБУ говорит, что вызывает ""Хмурого"" не из-за сбитого Боинга-777 Главное следственное управление СБУ вызвало ряд граждан Украины и России для вручения подозрения и допроса, но не в рамках расследования уничтожения пассажирского самолета ""Боинг-777"" МН-17 над Донбассом в 2014 году. ",/rus/news/2017/10/12/7158168/,"<div class=""article__subtitle"">Главное следственное управление СБУ вызвало ряд граждан Украины и России для вручения подозрения и допроса, но не в рамках расследования уничтожения пассажирского самолета ""Боинг-777"" МН-17 над Донбассом в 2014 году.</div>","<div class=""article__subtitle"">Главное следственное управление СБУ вызвало ряд граждан Украины и России для вручения подозрения и допроса, но не в рамках расследования уничтожения пассажирского самолета ""Боинг-777"" МН-17 над Донбассом в 2014 году.</div>"
