0,"Thursday 12th of October 2017 07:58:33 PM","<div class=""article__time"">20:32</div>",http://www.epravda.com.ua/rus/news/2017/10/12/630062/,,"<div class=""article__subtitle"">Антимонопольный комитет Украины осуществляет сбор и анализ доказательств в деле по признакам антиконкурентных согласованных действий на рынке сжиженного газа.</div>"
1,"Thursday 12th of October 2017 07:58:33 PM","<div class=""article__time"">20:11</div>",/rus/news/2017/10/12/7158181/,,"<div class=""article__subtitle"">Соломенский райсуд Киева избрал заместителю министра обороны Игорю Павловскому меру пресечения в виде домашнего ареста без права покидать дом на 2 месяца.</div>"
