0,"Thursday 12th of October 2017 11:33:54 PM","<div class=""article__time"">00:14</div>"," 00:14   ",/rus/news/2017/10/13/7158192/,"<div class=""article__subtitle""></div>","<div class=""article__subtitle""></div>"
1,"Thursday 12th of October 2017 11:33:54 PM","<div class=""article__time"">23:50</div>"," 23:50 Главу департамента МО тоже отправили под домашний арест Соломенский суд Киева избрал меру пресечения директору Департамента госзакупок и материального обеспечения Минобороны Владимиру Гулевичу в виде круглосуточного домашнего ареста. ",/rus/news/2017/10/12/7158191/,"<div class=""article__subtitle"">Соломенский суд Киева избрал меру пресечения директору Департамента госзакупок и материального обеспечения Минобороны Владимиру Гулевичу в виде круглосуточного домашнего ареста.</div>","<div class=""article__subtitle"">Соломенский суд Киева избрал меру пресечения директору Департамента госзакупок и материального обеспечения Минобороны Владимиру Гулевичу в виде круглосуточного домашнего ареста.</div>"
