0,"Thursday 12th of October 2017 09:32:37 PM","<div class=""article__time"">22:28</div>",http://www.epravda.com.ua/rus/news/2017/10/12/630064/,,"<div class=""article__subtitle"">Национальный банк установил официальный курс гривни к доллару на 13 октября на уровне 26,63 гривни, таким образом украинская валюта снизилась на 10 копеек.</div>"
1,"Thursday 12th of October 2017 09:32:37 PM","<div class=""article__time"">21:57</div>",/rus/news/2017/10/12/7158187/,,"<div class=""article__subtitle"">Нардеп ""Народного фронта"" Татьяна Чорновол пришла в суд, чтобы взять на поруки подозреваемого в коррупции директора департамента госзакупок Минобороны Владимира Гулевича.</div>"
