59,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">11:56</div>",," 11:56 ""Укрзализныця"" анонсировала новый сервис в ночных поездах. И компот ""Укрзализныця"" введет услугу полноценного питания в ночных поездах. ","<div class=""article__subtitle"">""Укрзализныця"" введет услугу полноценного питания в ночных поездах.</div>"
60,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">11:49</div>",," 11:49 Лидера Scooter не исключали из жюри немецкого телешоу из-за Крыма Обновление состава жюри немецкого телешоу, в которое входил вокалист немецкой группы Scooter Эйч Пи Бакстер, очевидно, не связано с политикой и его поездкой в оккупированный Крыму. ","<div class=""article__subtitle"">Обновление состава жюри немецкого телешоу, в которое входил вокалист немецкой группы Scooter Эйч Пи Бакстер, очевидно, не связано с политикой и его поездкой в оккупированный Крыму.</div>"
61,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">11:45</div>",," 11:45 Захваченным в России пограничникам предъявили обвинение Двоим украинским пограничникам, которых 3 октября захватили в плен в Брянской области России, предъявили обвинение в незаконном пересечении границы. ","<div class=""article__subtitle"">Двоим украинским пограничникам, которых 3 октября захватили в плен в Брянской области России, предъявили обвинение в незаконном пересечении границы.</div>"
62,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">11:32</div>",," 11:32 Суд поставил Насирову дедлайн ознакомления с уголовным делом Соломенский районный суд города ограничил отстраненному от должности председателю Государственной фискальной службы Роману Насирову срок ознакомления с материалами уголовного производства. ","<div class=""article__subtitle"">Соломенский районный суд города ограничил отстраненному от должности председателю Государственной фискальной службы Роману Насирову срок ознакомления с материалами уголовного производства.</div>"
63,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">11:24</div>",," 11:24 ФотоРоссия начала рисовать Севастополь на рублях Центробанк РФ 12 октября ввел в обращение банкноту номиналом 200 рублей с изображением видов Севастополя. Фото ","<div class=""article__subtitle"">Центробанк РФ 12 октября ввел в обращение банкноту номиналом 200 рублей с изображением видов Севастополя. Фото</div>"
64,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">10:56</div>",," 10:56 Катастрофа МН17: СБУ вызывает на допрос российских военных Служба безопасности Украины вызывает на допрос подозреваемого в причастности к крушению самолета Malaysia Airlines в 2014 году российского военного Сергея Дубинского и еще 4 россиян. ","<div class=""article__subtitle"">Служба безопасности Украины вызывает на допрос подозреваемого в причастности к крушению самолета Malaysia Airlines в 2014 году российского военного Сергея Дубинского и еще 4 россиян.</div>"
65,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">10:56</div>",," 10:56 Правительство ввело ""прокладку"" на финансирование программы ОПК Кабмин ввел ""прокладку"" в схему финансирования Программы развития оборонно-промышленного комплекса, на счетах которой могут осесть сотни миллионов гривен. ","<div class=""article__subtitle"">Кабмин ввел ""прокладку"" в схему финансирования Программы развития оборонно-промышленного комплекса, на счетах которой могут осесть сотни миллионов гривен.</div>"
66,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">10:51</div>",," 10:51 Глава крупнейшей группы в ПАСЕ ушел в отставку – депутат Председатель группы Европейской народной партии в Парламентской ассамблее Совета Европы (ПАСЕ), вице-президент ПАСЕ Аксель Фишер подал в отставку. ","<div class=""article__subtitle"">Председатель группы Европейской народной партии в Парламентской ассамблее Совета Европы (ПАСЕ), вице-президент ПАСЕ Аксель Фишер подал в отставку.</div>"
67,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">10:41</div>",," 10:41 фотоНа Закарпатье перевернулся автобус со сборной Украины по борьбе самбо 11 октября вечером в Закарпатской области попал в ДТП автобус, который вез в Сербию сборную Украины по борьбе самбо. Фото ","<div class=""article__subtitle"">11 октября вечером в Закарпатской области попал в ДТП автобус, который вез в Сербию сборную Украины по борьбе самбо. Фото</div>"
68,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">10:41</div>",," 10:41 Береза после избиения хочет вернуть полицейских на футбольные стадионы После избиения на футбольном стадионе ""Днепр-Арена"" народный депутат от ""Народного фронта"" Юрий Береза хочет сделать все возможное, чтобы на футбольные стадионы вернулись полицейские. ","<div class=""article__subtitle"">После избиения на футбольном стадионе ""Днепр-Арена"" народный депутат от ""Народного фронта"" Юрий Береза хочет сделать все возможное, чтобы на футбольные стадионы вернулись полицейские.</div>"
69,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">10:25</div>",," 10:25 Боевики создали вооруженное препятствие патрулю ОБСЕ – штаб АТО Террористы ОРДО устроили вооруженную провокацию на линии разграничения сторон, чем помешали работе патруля ОБСЕ. ","<div class=""article__subtitle"">Террористы ОРДО устроили вооруженную провокацию на линии разграничения сторон, чем помешали работе патруля ОБСЕ.</div>"
70,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">10:13</div>",," 10:13 фотоМужчина ехал из Луганска в Одессу с разрешениями на оружие от ""ЛНР"" Мужчина рассказал, что эти ""удостоверения"" получил вместо просроченных, выданных ему ранее Министерством внутренних дел Украины. Фото. ","<div class=""article__subtitle"">Мужчина рассказал, что эти ""удостоверения"" получил вместо просроченных, выданных ему ранее Министерством внутренних дел Украины. Фото.</div>"
71,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">09:43</div>",," 09:43 фото, видеоВ Германии полностью сгорела известная деревянная башня Гете Во Франкфурте-на-Майне полностью сгорела деревянная смотровая башня Гете, которая была одним из самых известных сооружений города. ","<div class=""article__subtitle"">Во Франкфурте-на-Майне полностью сгорела деревянная смотровая башня Гете, которая была одним из самых известных сооружений города.</div>"
72,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">09:33</div>",," 09:33 фотоТвит Трампа вдохновил виноделов на ""Covfefe 2015 Red Blend"" ""Мы решили, что лучше не скулить о нашем президенте, а сделать что-то в его честь"", – заявил генеральный директор и основатель ""City Winery"" Майкл Дорф. Фото. ","<div class=""article__subtitle"">""Мы решили, что лучше не скулить о нашем президенте, а сделать что-то в его честь"", – заявил генеральный директор и основатель ""City Winery"" Майкл Дорф. Фото.</div>"
73,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">09:27</div>",," 09:27 Facebook перенастроит политическую рекламу из-за России  Facebook планирует поменять подход к политической рекламе и может внести изменения в механизм ее публикации перед выборами губернаторов и в Конгресс США осенью 2018 года. ","<div class=""article__subtitle"">Facebook планирует поменять подход к политической рекламе и может внести изменения в механизм ее публикации перед выборами губернаторов и в Конгресс США осенью 2018 года.</div>"
74,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">09:18</div>",," 09:18 Тиллерсон обеспокоен задержаниями граждан США в Турции Госсекретарь США Рекс Тиллерсон выразил глубокую обеспокоенность задержанием сотрудников посольства США в Анкаре и американских граждан. ","<div class=""article__subtitle"">Госсекретарь США Рекс Тиллерсон выразил глубокую обеспокоенность задержанием сотрудников посольства США в Анкаре и американских граждан.</div>"
75,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">08:48</div>",," 08:48 Маккейн возмущен задержкой во внедрении новых санкций против РФ ""Задержка ставит под сомнение приверженность администрации Трампа законe о санкциях, который был подписан более двух месяцев назад, после месяцев дебатов и переговоров в Конгрессе. У них было достаточно времени, чтобы принять необходимые меры"", - говорится в заявлении. ","<div class=""article__subtitle"">""Задержка ставит под сомнение приверженность администрации Трампа законe о санкциях, который был подписан более двух месяцев назад, после месяцев дебатов и переговоров в Конгрессе. У них было достаточно времени, чтобы принять необходимые меры"", - говорится в заявлении.</div>"
76,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">08:25</div>",," 08:25 В результате нападения смертника на западе Ирака погибли 11 человек В городе Хит террорист-смертник зашел в одно из кафе, после чего привел в действие взрывное устройство. ","<div class=""article__subtitle"">В городе Хит террорист-смертник зашел в одно из кафе, после чего привел в действие взрывное устройство.</div>"
77,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">08:00</div>",," 08:00 Хроника 12 октября. ДТП на переезде уносит 45 жизней, а РФ признают ответственной за ""Д/ЛНР"" Российская комиссия определила, что Ту-154 подбили зенитной ракетой, автокатастрофа в Днепропетровской области унесла 45 жизней, ПАСЕ заявила, что Россия несет ответственность за действия ""ДНР"" и ""ЛНР""... ","<div class=""article__subtitle"">Российская комиссия определила, что Ту-154 подбили зенитной ракетой, автокатастрофа в Днепропетровской области унесла 45 жизней, ПАСЕ заявила, что Россия несет ответственность за действия ""ДНР"" и ""ЛНР""...</div>"
78,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">07:57</div>",," 07:57 Сутки в АТО: 41 обстрел, ВСУ 28 раз открывали огонь Всего за минувшие сутки незаконные вооруженные формирования 41 раз нарушили режим тишины. В результате боевых действий один украинский воин получил пулевое ранение. ","<div class=""article__subtitle"">Всего за минувшие сутки незаконные вооруженные формирования 41 раз нарушили режим тишины. В результате боевых действий один украинский воин получил пулевое ранение.</div>"
79,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">07:25</div>",," 07:25 MSNBC рассказал, как Россия блокировала украинцев в Facebook Российские агенты информационной войны использовали технические возможности Facebook, чтобы лишить россиян конкуренции в информационном пространстве во время вторжения в Крым. ","<div class=""article__subtitle"">Российские агенты информационной войны использовали технические возможности Facebook, чтобы лишить россиян конкуренции в информационном пространстве во время вторжения в Крым.</div>"
80,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">06:51</div>",," 06:51 Вопреки санкциям Россия покупает ПО Microsoft  Программное обеспечение компании Microsoft Corp приобретают государственные организации и фирмы в России и Крыму, несмотря на санкции, запрещающие компаниям, работающим в США, вести с ними дела. ","<div class=""article__subtitle"">Программное обеспечение компании Microsoft Corp приобретают государственные организации и фирмы в России и Крыму, несмотря на санкции, запрещающие компаниям, работающим в США, вести с ними дела.</div>"
81,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">05:43</div>",," 05:43 В Германии пока не верят, что РФ использует ""Касперского"" для шпионажа Федеральное кибер-агентство Германии BSI не имеет доказательств того, что российские хакеры использовали антивирусное программное обеспечение ""Лаборатории Касперского"" для шпионажа за властями США. ","<div class=""article__subtitle"">Федеральное кибер-агентство Германии BSI не имеет доказательств того, что российские хакеры использовали антивирусное программное обеспечение ""Лаборатории Касперского"" для шпионажа за властями США.</div>"
82,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">05:10</div>",," 05:10 Трамп определился с кандидатом на пост министра внутренней безопасности Президент США Дональд Трамп выдвинул Кирстен Нильсен на пост нового главы министерства внутренней безопасности США. ","<div class=""article__subtitle"">Президент США Дональд Трамп выдвинул Кирстен Нильсен на пост нового главы министерства внутренней безопасности США.</div>"
83,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">03:52</div>",," 03:52 СМИ: Причастные к разворовыванию денег Минобороны чиновники ""Трейд Коммодити"" сбежали Подозреваемые в причастности к хищению 149 млн гривен при закупке топлива для Министерства обороны должностные лица ООО ""Трейд Коммодити"" (Каменское), которое победило в тендере, сбежали. ","<div class=""article__subtitle"">Подозреваемые в причастности к хищению 149 млн гривен при закупке топлива для Министерства обороны должностные лица ООО ""Трейд Коммодити"" (Каменское), которое победило в тендере, сбежали.</div>"
84,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">03:12</div>",," 03:12 Лидер Каталонии готов к диалогу с Испанией без предварительных условий Глава правительства Каталонии Карлес Пучдемон заявил о готовности вступить в диалог о независимости со своими испанскими коллегами ""без предварительных условий"". ","<div class=""article__subtitle"">Глава правительства Каталонии Карлес Пучдемон заявил о готовности вступить в диалог о независимости со своими испанскими коллегами ""без предварительных условий"".</div>"
85,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">02:57</div>",," 02:57 Болгарское меньшинство не имеет претензий к новому закону об образовании Представители болгарского меньшинства в Украине поддержали новый закон ""Об образовании"", но отметили проблему отсутствия квалифицированных учителей болгарского языка и учебников. ","<div class=""article__subtitle"">Представители болгарского меньшинства в Украине поддержали новый закон ""Об образовании"", но отметили проблему отсутствия квалифицированных учителей болгарского языка и учебников.</div>"
86,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">01:58</div>",," 01:58 Сенаторы вновь обвинили Трампа в затягивании выполнения санкций в отношении России Сенаторы Бен Кардин и Джон Маккейн вновь обвинили администрацию президента США Дональда Трампа в затягивании с введением в действие нового закона, ужесточающего санкции в отношении России. ","<div class=""article__subtitle"">Сенаторы Бен Кардин и Джон Маккейн вновь обвинили администрацию президента США Дональда Трампа в затягивании с введением в действие нового закона, ужесточающего санкции в отношении России.</div>"
87,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">01:20</div>",," 01:20 Рахой предъявил правительству Каталонии сразу два ультиматума Премьер-министр Испании Мариано Рахой предъявил региональной администрации Каталонии требование ""вновь начать уважать конституционный порядок в Испании"", иначе автономия будет приостановлена. ","<div class=""article__subtitle"">Премьер-министр Испании Мариано Рахой предъявил региональной администрации Каталонии требование ""вновь начать уважать конституционный порядок в Испании"", иначе автономия будет приостановлена.</div>"
88,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">00:54</div>",," 00:54 Израиль сообщал США что Россия ворует данные через «Касперского» Израильские разведчики обнаружили использование хакерами российского правительства антивирусного программного обеспечения ""Лаборатории Касперского"" для похищения данных. ","<div class=""article__subtitle"">Израильские разведчики обнаружили использование хакерами российского правительства антивирусного программного обеспечения ""Лаборатории Касперского"" для похищения данных.</div>"
89,"Thursday 12th of October 2017 09:26:57 PM","<div class=""article__time"">00:30</div>",," 00:30 Кулеба: Резолюция Николетти не гарантирует возвращения РФ в ПАСЕ Принятая Парламентской ассамблеей Совета Европы резолюция, которое имеет целью снятия политических санкций со Российской Федерации, еще не гарантирует ее возвращение в ПАСЕ. ","<div class=""article__subtitle"">Принятая Парламентской ассамблеей Совета Европы резолюция, которое имеет целью снятия политических санкций со Российской Федерации, еще не гарантирует ее возвращение в ПАСЕ.</div>"
