0,"Thursday 12th of October 2017 09:16:01 PM","<div class=""article__time"">21:41</div>",/rus/news/2017/10/12/7158186/,,"<div class=""article__subtitle"">Решение ПАСЕ по закону об образовании, коррупция в Минобороны, ""Трейд Коммодити"", АТО, кибератаки, Каталония - новости, которые обсуждали 12 октября.</div>"
1,"Thursday 12th of October 2017 09:16:01 PM","<div class=""article__time"">20:56</div>",http://life.pravda.com.ua/culture/2017/10/12/226954/,,"<div class=""article__subtitle"">Украинский музыкант Сергей Бабкин публично признал российское правительство агрессором.</div>"
