0,"Thursday 12th of October 2017 08:49:21 PM","<div class=""article__time"">21:41</div>",/rus/news/2017/10/12/7158186/,,"<div class=""article__subtitle"">Решение ПАСЕ по закону об образовании, коррупция в Минобороны, ""Трейд Коммодити"", АТО, кибератаки, Каталония - новости, которые обсуждали 12 октября.</div>"
1,"Thursday 12th of October 2017 08:49:21 PM","<div class=""article__time"">20:32</div>",http://www.epravda.com.ua/rus/news/2017/10/12/630062/,,"<div class=""article__subtitle"">Антимонопольный комитет Украины осуществляет сбор и анализ доказательств в деле по признакам антиконкурентных согласованных действий на рынке сжиженного газа.</div>"
