0,"14th October 2017 11:39:16 AM","14th October 2017 11:39:16 AM"," 12:34 Порошенко: До конца года армия получит более тысячи единиц техники В 2017 году украинская армия получила более 1,3 тысячи единиц военной техники, а до конца года получит еще более 1 тысячи. ",/rus/news/2017/10/14/7158351/,"<div class=""article__subtitle"">В 2017 году украинская армия получила более 1,3 тысячи единиц военной техники, а до конца года получит еще более 1 тысячи.</div>",
1,"14th October 2017 11:39:16 AM","14th October 2017 11:39:16 AM"," 11:47 Экс-главу аппарата Белого дома допросили в деле вмешательства РФ в выборы Бывшего главу аппарата Белого Дома Райнса Прибеса допросили в деле вмешательство России в президентские выборы в США. ",/rus/news/2017/10/14/7158348/,"<div class=""article__subtitle"">Бывшего главу аппарата Белого Дома Райнса Прибеса допросили в деле вмешательство России в президентские выборы в США.</div>",
