0,"Thursday 12th of October 2017 09:29:42 PM","<div class=""article__time"">21:57</div>",/rus/news/2017/10/12/7158187/,,"<div class=""article__subtitle"">Нардеп ""Народного фронта"" Татьяна Чорновол пришла в суд, чтобы взять на поруки подозреваемого в коррупции директора департамента госзакупок Минобороны Владимира Гулевича.</div>"
1,"Thursday 12th of October 2017 09:29:42 PM","<div class=""article__time"">21:41</div>",/rus/news/2017/10/12/7158186/,,"<div class=""article__subtitle"">Решение ПАСЕ по закону об образовании, коррупция в Минобороны, ""Трейд Коммодити"", АТО, кибератаки, Каталония - новости, которые обсуждали 12 октября.</div>"
